# silvervine.exomesh.dune-telemetry.v1 | simulated_loss_prevented_usd: counterfactual notional protected (USD)
timestamp,venue,intercept_type,reflex_latency_us,gas_burned,simulated_loss_prevented_usd,gas_saved_usd,status
2026-09-14T07:39:28.733Z,usdai,HONEYPOT_DECOY,18.6,0.000000,5773.00,0.25,FAIL_CLOSED
2026-09-14T07:45:15.721Z,pendle,MAX_ATTEMPTS_SEVERED,8.5,0.000000,40928.00,0.25,FAIL_CLOSED
2026-09-14T07:51:02.709Z,pendle,MAX_ATTEMPTS_SEVERED,10.4,0.000000,48763.00,0.25,FAIL_CLOSED
2026-09-14T07:56:49.697Z,pendle,SOIL_RESISTANCE_TRIP,6.9,0.000000,8299.00,0.25,FAIL_CLOSED
2026-09-14T08:02:36.685Z,usdai,OBSERVATORY_HAIRCUT,39.6,0.000000,41649.00,0.25,FAIL_CLOSED
2026-09-14T08:08:23.673Z,gmx,SOIL_RESISTANCE_TRIP,4.4,0.000000,6134.00,0.25,FAIL_CLOSED
2026-09-14T08:14:10.660Z,variational,SOIL_RESISTANCE_TRIP,6.7,0.000000,10052.00,0.25,FAIL_CLOSED
2026-09-14T08:19:57.648Z,gmx,OBSERVATORY_HAIRCUT,39.1,0.000000,46907.00,0.25,FAIL_CLOSED
2026-09-14T08:25:44.636Z,usdai,OBSERVATORY_HAIRCUT,41.4,0.000000,28660.00,0.25,FAIL_CLOSED
2026-09-14T08:31:31.624Z,gmx,OBSERVATORY_HAIRCUT,43.6,0.000000,40412.00,0.25,FAIL_CLOSED
2026-09-14T08:37:18.612Z,gmx,MAX_ATTEMPTS_SEVERED,7.4,0.000000,31443.00,0.25,FAIL_CLOSED
2026-09-14T08:43:05.600Z,hyperliquid,HONEYPOT_DECOY,15.3,0.000000,7320.00,0.25,FAIL_CLOSED
2026-09-14T08:48:52.588Z,hyperliquid,HONEYPOT_DECOY,17.6,0.000000,9278.00,0.25,FAIL_CLOSED
2026-09-14T08:54:39.576Z,hyperliquid,SOIL_RESISTANCE_TRIP,8.2,0.000000,7474.00,0.25,FAIL_CLOSED
2026-09-14T09:00:26.564Z,usdai,OBSERVATORY_HAIRCUT,40.9,0.000000,39175.00,0.25,FAIL_CLOSED
2026-09-14T09:06:13.552Z,gmx,OBSERVATORY_HAIRCUT,42.9,0.000000,20928.00,0.25,FAIL_CLOSED
2026-09-14T09:12:00.540Z,gmx,SOIL_RESISTANCE_TRIP,7.9,0.000000,9227.00,0.25,FAIL_CLOSED
2026-09-14T09:17:47.528Z,pendle,MAX_ATTEMPTS_SEVERED,9.2,0.000000,46289.00,0.25,FAIL_CLOSED
2026-09-14T09:23:34.516Z,usdai,OBSERVATORY_HAIRCUT,42.7,0.000000,26186.00,0.25,FAIL_CLOSED
2026-09-14T09:29:21.504Z,usdai,OBSERVATORY_HAIRCUT,45.0,0.000000,37938.00,0.25,FAIL_CLOSED
2026-09-14T09:35:08.492Z,usdai,OBSERVATORY_HAIRCUT,40.1,0.000000,49691.00,0.25,FAIL_CLOSED
2026-09-14T09:40:55.480Z,gmx,SOIL_RESISTANCE_TRIP,5.2,0.000000,8814.00,0.25,FAIL_CLOSED
2026-09-14T09:46:42.468Z,gmx,OBSERVATORY_HAIRCUT,44.7,0.000000,43196.00,0.25,FAIL_CLOSED
2026-09-14T09:52:29.456Z,gmx,SOIL_RESISTANCE_TRIP,2.7,0.000000,6649.00,0.25,FAIL_CLOSED
2026-09-14T09:58:16.444Z,gmx,OBSERVATORY_HAIRCUT,42.1,0.000000,36701.00,0.25,FAIL_CLOSED
2026-09-14T10:04:03.432Z,gmx,MAX_ATTEMPTS_SEVERED,13.0,0.000000,48969.00,0.25,FAIL_CLOSED
2026-09-14T10:09:50.420Z,gmx,MAX_ATTEMPTS_SEVERED,8.3,0.000000,36804.00,0.25,FAIL_CLOSED
2026-09-14T10:15:37.407Z,hyperliquid,HONEYPOT_DECOY,16.2,0.000000,8660.00,0.25,FAIL_CLOSED
2026-09-14T10:21:24.395Z,variational,SOIL_RESISTANCE_TRIP,6.7,0.000000,6237.00,0.25,FAIL_CLOSED
2026-09-14T10:27:11.383Z,hyperliquid,MAX_ATTEMPTS_SEVERED,8.0,0.000000,40309.00,0.25,FAIL_CLOSED
2026-09-14T10:32:58.371Z,variational,OBSERVATORY_HAIRCUT,41.7,0.000000,47216.00,0.25,FAIL_CLOSED
2026-09-14T10:38:45.359Z,usdai,SOIL_RESISTANCE_TRIP,6.5,0.000000,7990.00,0.25,FAIL_CLOSED
2026-09-14T10:44:32.347Z,gmx,SOIL_RESISTANCE_TRIP,2.0,0.000000,11907.00,0.25,FAIL_CLOSED
2026-09-14T10:50:19.335Z,pendle,MAX_ATTEMPTS_SEVERED,9.8,0.000000,31649.00,0.25,FAIL_CLOSED
2026-09-14T10:56:06.323Z,pendle,SOIL_RESISTANCE_TRIP,6.3,0.000001,0.00,0.00,ALLOW
2026-09-14T11:01:53.311Z,usdai,OBSERVATORY_HAIRCUT,38.9,0.000000,45979.00,0.25,FAIL_CLOSED
2026-09-14T11:07:40.299Z,gmx,SOIL_RESISTANCE_TRIP,3.7,0.000000,7577.00,0.25,FAIL_CLOSED
2026-09-14T11:13:27.287Z,variational,SOIL_RESISTANCE_TRIP,6.0,0.000000,11495.00,0.25,FAIL_CLOSED
2026-09-14T11:19:14.275Z,gmx,OBSERVATORY_HAIRCUT,45.5,0.000000,21237.00,0.25,FAIL_CLOSED
2026-09-14T11:25:01.263Z,usdai,OBSERVATORY_HAIRCUT,40.7,0.000000,32990.00,0.25,FAIL_CLOSED
2026-09-14T11:30:48.251Z,gmx,OBSERVATORY_HAIRCUT,43.0,0.000000,44742.00,0.25,FAIL_CLOSED
2026-09-14T11:36:35.239Z,gmx,MAX_ATTEMPTS_SEVERED,13.6,0.000000,34330.00,0.25,FAIL_CLOSED
2026-09-14T11:42:22.227Z,hyperliquid,HONEYPOT_DECOY,14.7,0.000000,8041.00,0.25,FAIL_CLOSED
2026-09-14T11:48:09.215Z,hyperliquid,HONEYPOT_DECOY,16.9,0.000000,5000.00,0.25,FAIL_CLOSED
2026-09-14T11:53:56.203Z,hyperliquid,SOIL_RESISTANCE_TRIP,7.6,0.000000,8918.00,0.25,FAIL_CLOSED
2026-09-14T11:59:43.191Z,usdai,OBSERVATORY_HAIRCUT,40.3,0.000000,43505.00,0.25,FAIL_CLOSED
2026-09-14T12:05:30.179Z,gmx,OBSERVATORY_HAIRCUT,42.2,0.000000,25258.00,0.25,FAIL_CLOSED
2026-09-14T12:11:17.167Z,usdai,HONEYPOT_DECOY,18.7,0.000000,7835.00,0.25,FAIL_CLOSED
2026-09-14T12:17:04.154Z,pendle,MAX_ATTEMPTS_SEVERED,8.6,0.000000,49175.00,0.25,FAIL_CLOSED
2026-09-14T12:22:51.142Z,usdai,OBSERVATORY_HAIRCUT,42.0,0.000000,30515.00,0.25,FAIL_CLOSED
2026-09-14T12:28:38.130Z,usdai,OBSERVATORY_HAIRCUT,44.2,0.000000,42268.00,0.25,FAIL_CLOSED
2026-09-14T12:34:25.118Z,usdai,OBSERVATORY_HAIRCUT,39.7,0.000000,24021.00,0.25,FAIL_CLOSED
2026-09-14T12:40:12.106Z,gmx,SOIL_RESISTANCE_TRIP,4.6,0.000000,10258.00,0.25,FAIL_CLOSED
2026-09-14T12:45:59.094Z,gmx,OBSERVATORY_HAIRCUT,44.1,0.000000,47526.00,0.25,FAIL_CLOSED
2026-09-14T12:51:46.082Z,gmx,SOIL_RESISTANCE_TRIP,2.0,0.000000,8093.00,0.25,FAIL_CLOSED
2026-09-14T12:57:33.070Z,gmx,OBSERVATORY_HAIRCUT,41.5,0.000000,41031.00,0.25,FAIL_CLOSED
2026-09-14T13:03:20.058Z,gmx,MAX_ATTEMPTS_SEVERED,12.4,0.000000,31856.00,0.25,FAIL_CLOSED
2026-09-14T13:09:07.046Z,gmx,MAX_ATTEMPTS_SEVERED,7.7,0.000000,39691.00,0.25,FAIL_CLOSED
2026-09-14T13:14:54.034Z,hyperliquid,HONEYPOT_DECOY,15.5,0.000000,9381.00,0.25,FAIL_CLOSED
2026-09-14T13:20:41.022Z,variational,SOIL_RESISTANCE_TRIP,6.1,0.000000,7680.00,0.25,FAIL_CLOSED
2026-09-14T13:26:28.010Z,hyperliquid,MAX_ATTEMPTS_SEVERED,7.4,0.000000,43196.00,0.25,FAIL_CLOSED
2026-09-14T13:32:14.998Z,variational,OBSERVATORY_HAIRCUT,41.0,0.000000,21546.00,0.25,FAIL_CLOSED
2026-09-14T13:38:01.986Z,usdai,SOIL_RESISTANCE_TRIP,5.8,0.000000,9433.00,0.25,FAIL_CLOSED
2026-09-14T13:43:48.974Z,gmx,SOIL_RESISTANCE_TRIP,8.1,0.000000,13351.00,0.25,FAIL_CLOSED
2026-09-14T13:49:35.962Z,pendle,MAX_ATTEMPTS_SEVERED,9.4,0.000000,34536.00,0.25,FAIL_CLOSED
2026-09-14T13:55:22.950Z,variational,HONEYPOT_DECOY,17.0,0.000000,8093.00,0.25,FAIL_CLOSED
2026-09-14T14:01:09.938Z,usdai,OBSERVATORY_HAIRCUT,45.1,0.000000,20309.00,0.25,FAIL_CLOSED
2026-09-14T14:06:56.926Z,gmx,SOIL_RESISTANCE_TRIP,3.1,0.000000,9021.00,0.25,FAIL_CLOSED
2026-09-14T14:12:43.914Z,gmx,SOIL_RESISTANCE_TRIP,5.4,0.000000,12938.00,0.25,FAIL_CLOSED
2026-09-14T14:18:30.901Z,gmx,OBSERVATORY_HAIRCUT,44.8,0.000000,25567.00,0.25,FAIL_CLOSED
2026-09-14T14:24:17.889Z,usdai,OBSERVATORY_HAIRCUT,40.1,0.000000,37320.00,0.25,FAIL_CLOSED
2026-09-14T14:30:04.877Z,gmx,OBSERVATORY_HAIRCUT,42.4,0.000000,49072.00,0.25,FAIL_CLOSED
2026-09-14T14:35:51.865Z,gmx,MAX_ATTEMPTS_SEVERED,12.9,0.000000,37216.00,0.25,FAIL_CLOSED
2026-09-14T14:41:38.853Z,hyperliquid,HONEYPOT_DECOY,14.0,0.000000,8763.00,0.25,FAIL_CLOSED
2026-09-14T14:47:25.841Z,hyperliquid,HONEYPOT_DECOY,16.3,0.000000,5722.00,0.25,FAIL_CLOSED
2026-09-14T14:53:12.829Z,hyperliquid,SOIL_RESISTANCE_TRIP,6.9,0.000000,10361.00,0.25,FAIL_CLOSED
2026-09-14T14:58:59.817Z,usdai,OBSERVATORY_HAIRCUT,39.5,0.000000,47835.00,0.25,FAIL_CLOSED
2026-09-14T15:04:46.805Z,gmx,OBSERVATORY_HAIRCUT,41.8,0.000000,29588.00,0.25,FAIL_CLOSED
2026-09-14T15:10:33.793Z,usdai,HONEYPOT_DECOY,18.1,0.000000,8557.00,0.25,FAIL_CLOSED
2026-09-14T15:16:20.781Z,pendle,MAX_ATTEMPTS_SEVERED,8.0,0.000000,32062.00,0.25,FAIL_CLOSED
2026-09-14T15:22:07.769Z,usdai,OBSERVATORY_HAIRCUT,41.3,0.000000,34845.00,0.25,FAIL_CLOSED
2026-09-14T15:27:54.757Z,usdai,OBSERVATORY_HAIRCUT,43.6,0.000000,46598.00,0.25,FAIL_CLOSED
2026-09-14T15:33:41.745Z,usdai,OBSERVATORY_HAIRCUT,39.1,0.000000,28351.00,0.25,FAIL_CLOSED
2026-09-14T15:39:28.733Z,gmx,SOIL_RESISTANCE_TRIP,4.0,0.000000,11701.00,0.25,FAIL_CLOSED
2026-09-14T15:45:15.721Z,gmx,OBSERVATORY_HAIRCUT,43.4,0.000000,21856.00,0.25,FAIL_CLOSED
2026-09-14T15:51:02.709Z,gmx,SOIL_RESISTANCE_TRIP,1.4,0.000000,9536.00,0.25,FAIL_CLOSED
2026-09-14T15:56:49.697Z,gmx,OBSERVATORY_HAIRCUT,40.9,0.000000,45361.00,0.25,FAIL_CLOSED
2026-09-14T16:02:36.685Z,gmx,MAX_ATTEMPTS_SEVERED,11.7,0.000000,34742.00,0.25,FAIL_CLOSED
2026-09-14T16:08:23.673Z,gmx,MAX_ATTEMPTS_SEVERED,13.7,0.000000,42577.00,0.25,FAIL_CLOSED
2026-09-14T16:14:10.660Z,hyperliquid,HONEYPOT_DECOY,14.8,0.000000,5103.00,0.25,FAIL_CLOSED
2026-09-14T16:19:57.648Z,variational,SOIL_RESISTANCE_TRIP,5.7,0.000000,9124.00,0.25,FAIL_CLOSED
2026-09-14T16:25:44.636Z,hyperliquid,MAX_ATTEMPTS_SEVERED,13.5,0.000000,46082.00,0.25,FAIL_CLOSED
2026-09-14T16:31:31.624Z,variational,OBSERVATORY_HAIRCUT,40.4,0.000000,25876.00,0.25,FAIL_CLOSED
2026-09-14T16:37:18.612Z,usdai,SOIL_RESISTANCE_TRIP,5.2,0.000000,10876.00,0.25,FAIL_CLOSED
2026-09-14T16:43:05.600Z,gmx,SOIL_RESISTANCE_TRIP,7.5,0.000000,14794.00,0.25,FAIL_CLOSED
2026-09-14T16:48:52.588Z,pendle,MAX_ATTEMPTS_SEVERED,8.7,0.000000,37423.00,0.25,FAIL_CLOSED
2026-09-14T16:54:39.576Z,variational,HONEYPOT_DECOY,16.4,0.000000,8814.00,0.25,FAIL_CLOSED
2026-09-14T17:00:26.564Z,usdai,OBSERVATORY_HAIRCUT,44.5,0.000000,24639.00,0.25,FAIL_CLOSED
2026-09-14T17:06:13.552Z,gmx,SOIL_RESISTANCE_TRIP,2.5,0.000000,10464.00,0.25,FAIL_CLOSED
2026-09-14T17:12:00.540Z,gmx,SOIL_RESISTANCE_TRIP,4.7,0.000000,14381.00,0.25,FAIL_CLOSED
2026-09-14T17:17:47.528Z,gmx,OBSERVATORY_HAIRCUT,44.2,0.000000,29897.00,0.25,FAIL_CLOSED
2026-09-14T17:23:34.516Z,usdai,OBSERVATORY_HAIRCUT,39.4,0.000000,41649.00,0.25,FAIL_CLOSED
2026-09-14T17:29:21.504Z,gmx,OBSERVATORY_HAIRCUT,41.6,0.000000,23402.00,0.25,FAIL_CLOSED
2026-09-14T17:35:08.492Z,gmx,MAX_ATTEMPTS_SEVERED,12.5,0.000000,40103.00,0.25,FAIL_CLOSED
2026-09-14T17:40:55.480Z,hyperliquid,SOIL_RESISTANCE_TRIP,2.0,0.000000,13969.00,0.25,FAIL_CLOSED
2026-09-14T17:46:42.468Z,hyperliquid,HONEYPOT_DECOY,15.7,0.000000,6443.00,0.25,FAIL_CLOSED
2026-09-14T17:52:29.456Z,hyperliquid,SOIL_RESISTANCE_TRIP,6.2,0.000000,11804.00,0.25,FAIL_CLOSED
2026-09-14T17:58:16.444Z,usdai,OBSERVATORY_HAIRCUT,38.9,0.000000,22165.00,0.25,FAIL_CLOSED
2026-09-14T18:04:03.432Z,gmx,OBSERVATORY_HAIRCUT,41.2,0.000000,33918.00,0.25,FAIL_CLOSED
2026-09-14T18:09:50.420Z,usdai,HONEYPOT_DECOY,17.5,0.000000,9278.00,0.25,FAIL_CLOSED
2026-09-14T18:15:37.407Z,pendle,MAX_ATTEMPTS_SEVERED,14.1,0.000000,34948.00,0.25,FAIL_CLOSED
2026-09-14T18:21:24.395Z,pendle,MAX_ATTEMPTS_SEVERED,9.3,0.000000,42784.00,0.25,FAIL_CLOSED
2026-09-14T18:27:11.383Z,usdai,OBSERVATORY_HAIRCUT,43.0,0.000000,20928.00,0.25,FAIL_CLOSED
2026-09-14T18:32:58.371Z,usdai,OBSERVATORY_HAIRCUT,45.2,0.000000,32680.00,0.25,FAIL_CLOSED
2026-09-14T18:38:45.359Z,gmx,SOIL_RESISTANCE_TRIP,3.2,0.000000,13144.00,0.25,FAIL_CLOSED
2026-09-14T18:44:32.347Z,gmx,OBSERVATORY_HAIRCUT,42.7,0.000000,26186.00,0.25,FAIL_CLOSED
2026-09-14T18:50:19.335Z,gmx,SOIL_RESISTANCE_TRIP,7.8,0.000000,10979.00,0.25,FAIL_CLOSED
2026-09-14T18:56:06.323Z,gmx,OBSERVATORY_HAIRCUT,40.2,0.000000,49691.00,0.25,FAIL_CLOSED
2026-09-14T19:01:53.311Z,gmx,MAX_ATTEMPTS_SEVERED,11.1,0.000000,37629.00,0.25,FAIL_CLOSED
2026-09-14T19:07:40.299Z,gmx,MAX_ATTEMPTS_SEVERED,13.1,0.000000,45464.00,0.25,FAIL_CLOSED
2026-09-14T19:13:27.287Z,hyperliquid,HONEYPOT_DECOY,14.2,0.000000,5825.00,0.25,FAIL_CLOSED
2026-09-14T19:19:14.275Z,variational,SOIL_RESISTANCE_TRIP,5.0,0.000000,10567.00,0.25,FAIL_CLOSED
2026-09-14T19:25:01.263Z,hyperliquid,MAX_ATTEMPTS_SEVERED,12.9,0.000000,48969.00,0.25,FAIL_CLOSED
2026-09-14T19:30:48.251Z,variational,OBSERVATORY_HAIRCUT,39.8,0.000000,30206.00,0.25,FAIL_CLOSED
2026-09-14T19:36:35.239Z,usdai,SOIL_RESISTANCE_TRIP,4.6,0.000000,12320.00,0.25,FAIL_CLOSED
2026-09-14T19:42:22.227Z,gmx,SOIL_RESISTANCE_TRIP,6.8,0.000000,6237.00,0.25,FAIL_CLOSED
2026-09-14T19:48:09.215Z,pendle,MAX_ATTEMPTS_SEVERED,8.1,0.000000,40309.00,0.25,FAIL_CLOSED
2026-09-14T19:53:56.203Z,variational,HONEYPOT_DECOY,15.7,0.000000,9536.00,0.25,FAIL_CLOSED
2026-09-14T19:59:43.191Z,usdai,OBSERVATORY_HAIRCUT,43.7,0.000000,28969.00,0.25,FAIL_CLOSED
2026-09-14T20:05:30.179Z,gmx,SOIL_RESISTANCE_TRIP,2.0,0.000000,11907.00,0.25,FAIL_CLOSED
2026-09-14T20:11:17.167Z,gmx,SOIL_RESISTANCE_TRIP,4.1,0.000000,5825.00,0.25,FAIL_CLOSED
2026-09-14T20:17:04.154Z,gmx,OBSERVATORY_HAIRCUT,43.6,0.000000,34227.00,0.25,FAIL_CLOSED
2026-09-14T20:22:51.142Z,usdai,OBSERVATORY_HAIRCUT,38.7,0.000000,45979.00,0.25,FAIL_CLOSED
2026-09-14T20:28:38.130Z,gmx,OBSERVATORY_HAIRCUT,41.0,0.000000,27732.00,0.25,FAIL_CLOSED
2026-09-14T20:34:25.118Z,gmx,MAX_ATTEMPTS_SEVERED,11.9,0.000000,42990.00,0.25,FAIL_CLOSED
2026-09-14T20:40:12.106Z,hyperliquid,SOIL_RESISTANCE_TRIP,8.2,0.000000,5412.00,0.25,FAIL_CLOSED
2026-09-14T20:45:59.094Z,hyperliquid,HONEYPOT_DECOY,15.0,0.000000,7165.00,0.25,FAIL_CLOSED
2026-09-14T20:51:46.082Z,hyperliquid,SOIL_RESISTANCE_TRIP,5.6,0.000000,13247.00,0.25,FAIL_CLOSED
2026-09-14T20:57:33.070Z,usdai,OBSERVATORY_HAIRCUT,45.1,0.000000,26495.00,0.25,FAIL_CLOSED
2026-09-14T21:03:20.058Z,gmx,OBSERVATORY_HAIRCUT,40.6,0.000000,38247.00,0.25,FAIL_CLOSED
2026-09-14T21:09:07.046Z,usdai,HONEYPOT_DECOY,16.7,0.000000,5000.00,0.25,FAIL_CLOSED
2026-09-14T21:14:54.034Z,pendle,MAX_ATTEMPTS_SEVERED,13.4,0.000000,37835.00,0.25,FAIL_CLOSED
2026-09-14T21:20:41.022Z,pendle,MAX_ATTEMPTS_SEVERED,8.9,0.000000,45670.00,0.25,FAIL_CLOSED
2026-09-14T21:26:28.010Z,gmx,SOIL_RESISTANCE_TRIP,5.1,0.000001,0.00,0.00,ALLOW
2026-09-14T21:32:14.998Z,usdai,OBSERVATORY_HAIRCUT,44.6,0.000000,37010.00,0.25,FAIL_CLOSED
2026-09-14T21:38:01.986Z,gmx,SOIL_RESISTANCE_TRIP,2.6,0.000000,14588.00,0.25,FAIL_CLOSED
2026-09-14T21:43:48.974Z,gmx,OBSERVATORY_HAIRCUT,42.1,0.000000,30515.00,0.25,FAIL_CLOSED
2026-09-14T21:49:35.962Z,gmx,SOIL_RESISTANCE_TRIP,7.1,0.000000,12423.00,0.25,FAIL_CLOSED
2026-09-14T21:55:22.950Z,usdai,OBSERVATORY_HAIRCUT,39.6,0.000000,24021.00,0.25,FAIL_CLOSED
2026-09-14T22:01:09.938Z,gmx,MAX_ATTEMPTS_SEVERED,10.5,0.000000,40515.00,0.25,FAIL_CLOSED
2026-09-14T22:06:56.926Z,gmx,MAX_ATTEMPTS_SEVERED,12.5,0.000000,48351.00,0.25,FAIL_CLOSED
2026-09-14T22:12:43.914Z,hyperliquid,HONEYPOT_DECOY,13.5,0.000000,6546.00,0.25,FAIL_CLOSED
2026-09-14T22:18:30.901Z,variational,SOIL_RESISTANCE_TRIP,4.4,0.000000,12010.00,0.25,FAIL_CLOSED
2026-09-14T22:24:17.889Z,hyperliquid,MAX_ATTEMPTS_SEVERED,12.2,0.000000,31856.00,0.25,FAIL_CLOSED
2026-09-14T22:30:04.877Z,variational,OBSERVATORY_HAIRCUT,39.1,0.000000,34536.00,0.25,FAIL_CLOSED
2026-09-14T22:35:51.865Z,usdai,SOIL_RESISTANCE_TRIP,4.1,0.000000,13763.00,0.25,FAIL_CLOSED
2026-09-14T22:41:38.853Z,gmx,SOIL_RESISTANCE_TRIP,6.2,0.000000,7680.00,0.25,FAIL_CLOSED
2026-09-14T22:47:25.841Z,pendle,MAX_ATTEMPTS_SEVERED,7.5,0.000000,43196.00,0.25,FAIL_CLOSED
